"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"SCE PRL","EIX","TP","10","12/13/2024","","","0.310000","5.00%","20.240000","16.940000","16.540000","-0.400000","-3.700000","17.320000","19.210000","-4.510000","-13.890000","15.980000","21.090000","15.980000","21.320000","21.000000","16.300000","58.000000","49.060000","88.770000","87.090000","52.420000","48.470000","88.770000","22.320000","10.000000","78.200000","46.860000","0.196616","-0.346626","0.182226","-0.346626","-0.334022","0.106448","-0.258312","0.237729","25.729317","58.803650","24.578068","58.803650","-9.627761","3.349615","34.341131","29.773782","46.532763","80.735036","63.680955","12.407248","1.000000","80.650984","15.434423","10.231308","-0.346626","-0.346626","0.182226","0.196616","0.196616","11.894737","0.182226","21.252242","58.803650","0.106448","-0.334022","-0.227574","65.236000","30.700000","56.279573","43.632003","56.130335","43.174687","57.828074","1.000000","83.054340","<1B USD"
"SCHW PRD","SCHW","","12","11/13/2024","","","0.370000","5.95%","25.940000","22.650000","24.750000","2.100000","-1.190000","25.050000","25.180000","-1.210000","-1.690000","24.250000","25.710000","22.290000","25.710000","81.000000","24.710000","89.000000","61.010000","89.390000","80.800000","82.010000","31.630000","96.240000","162.130000","12.000000","46.770000","30.750000","1.813784","-0.075229","0.458777","-0.004363","0.101485","0.085234","0.902929","1.894309","90.000000","83.229426","46.702180","89.607339","3.609455","2.806056","109.628343","103.083122","79.262649","6.749370","81.896720","83.217363","79.040424","76.839562","47.079492","32.960740","-0.004363","-0.075229","0.458777","1.813784","1.813784","30.853867","0.458777","42.388634","86.418383","0.085234","0.101485","0.186719","88.106500","50.500000","80.757256","37.701978","48.637573","38.286032","51.393451","81.520190","79.716338","<1B USD"
"SCHW PRJ","SCHW","","12","11/13/2024","","","0.280000","4.45%","23.400000","16.750000","19.130000","2.380000","-4.270000","19.470000","20.380000","-1.750000","-6.120000","18.330000","22.600000","16.630000","22.600000","81.000000","19.100000","89.000000","61.010000","89.390000","80.800000","82.010000","31.630000","96.240000","162.130000","12.000000","46.770000","30.750000","1.813784","-0.075229","0.458777","-0.004363","0.101485","0.085234","0.902929","1.894309","90.000000","83.229426","46.702180","89.607339","3.609455","2.806056","109.628343","103.083122","79.262649","6.749370","81.896720","83.217363","79.040424","76.839562","47.079492","32.960740","-0.004363","-0.075229","0.458777","1.813784","1.813784","30.853867","0.458777","42.388634","86.418383","0.085234","0.101485","0.186719","88.106500","50.500000","80.757256","37.701978","48.637573","38.286032","51.393451","81.520190","79.716338","<1B USD"
"SF PRB","SF","","8","12/2/2024","","","0.390000","6.25%","26.940000","22.010000","24.300000","2.290000","-2.640000","24.190000","24.570000","0.440000","-1.100000","22.220000","25.440000","21.560000","25.730000","10.000000","23.950000","98.490000","73.270000","120.640000","115.010000","110.500000","29.390000","120.640000","10.120000","8.000000","44.550000","22.910000","2.351140","-0.183604","0.344206","-0.183604","-0.143640","-0.108688","1.210774","3.298996","90.000000","73.475630","37.536509","73.475630","-2.757301","-2.162632","131.407759","165.245357","83.282956","90.140190","76.040236","35.873380","35.115465","41.999291","56.233916","52.234031","-0.183604","-0.183604","0.344206","2.351140","2.351140","37.153641","0.344206","33.632160","73.475630","-0.108688","-0.143640","-0.252327","60.051000","10.900000","56.459655","37.224747","48.034577","35.509806","47.739282","42.792074","49.203605","<1B USD"
"SF PRC","SF","","8","12/2/2024","","","0.380000","6.13%","27.000000","22.120000","23.680000","1.560000","-3.320000","24.010000","24.530000","-1.370000","-3.450000","21.810000","26.470000","21.270000","26.470000","10.000000","23.340000","98.490000","73.270000","120.640000","115.010000","110.500000","29.390000","120.640000","10.120000","8.000000","44.550000","22.910000","2.351140","-0.183604","0.344206","-0.183604","-0.143640","-0.108688","1.210774","3.298996","90.000000","73.475630","37.536509","73.475630","-2.757301","-2.162632","131.407759","165.245357","83.282956","90.140190","76.040236","35.873380","35.115465","41.999291","56.233916","52.234031","-0.183604","-0.183604","0.344206","2.351140","2.351140","37.153641","0.344206","33.632160","73.475630","-0.108688","-0.143640","-0.252327","60.051000","10.900000","56.459655","37.224747","48.034577","35.509806","47.739282","42.792074","49.203605","<1B USD"
"SF PRD","SF","","8","12/2/2024","","","0.280000","4.50%","20.540000","15.640000","18.120000","2.480000","-2.420000","17.700000","18.620000","2.340000","-2.700000","15.850000","21.740000","15.000000","21.740000","10.000000","17.870000","98.490000","73.270000","120.640000","115.010000","110.500000","29.390000","120.640000","10.120000","8.000000","44.550000","22.910000","2.351140","-0.183604","0.344206","-0.183604","-0.143640","-0.108688","1.210774","3.298996","90.000000","73.475630","37.536509","73.475630","-2.757301","-2.162632","131.407759","165.245357","83.282956","90.140190","76.040236","35.873380","35.115465","41.999291","56.233916","52.234031","-0.183604","-0.183604","0.344206","2.351140","2.351140","37.153641","0.344206","33.632160","73.475630","-0.108688","-0.143640","-0.252327","60.051000","10.900000","56.459655","37.224747","48.034577","35.509806","47.739282","42.792074","49.203605","<1B USD"
"SHO PRH","SHO","","NR","12/27/2024","","","0.380000","6.13%","23.750000","20.400000","20.870000","0.470000","-2.880000","20.860000","21.730000","0.050000","-3.960000","19.140000","24.270000","19.140000","24.270000","35.000000","20.640000","8.880000","7.450000","12.410000","10.180000","11.360000","7.000000","13.910000","1.770000","","13.170000","7.480000","0.268571","-0.361610","0.191946","-0.284448","-0.127701","-0.218310","-0.325740","0.187166","31.485714","57.455068","25.355705","64.399678","-2.343327","-4.971389","28.378113","27.536167","50.795495","78.753280","64.652050","23.171222","37.971518","22.304379","12.928020","9.537540","-0.284448","-0.361610","0.191946","0.268571","0.268571","12.738312","0.191946","21.995162","60.927373","-0.218310","-0.127701","-0.346011","41.925000","","","29.273930","37.988483","28.938184","39.089477","45.310222","31.955013","<1B USD"
"SHO PRI","SHO","","NR","12/27/2024","","","0.360000","5.70%","22.980000","19.430000","19.860000","0.430000","-3.120000","19.770000","20.470000","0.470000","-2.980000","17.960000","22.790000","17.960000","22.790000","35.000000","19.640000","8.880000","7.450000","12.410000","10.180000","11.360000","7.000000","13.910000","1.770000","","13.170000","7.480000","0.268571","-0.361610","0.191946","-0.284448","-0.127701","-0.218310","-0.325740","0.187166","31.485714","57.455068","25.355705","64.399678","-2.343327","-4.971389","28.378113","27.536167","50.795495","78.753280","64.652050","23.171222","37.971518","22.304379","12.928020","9.537540","-0.284448","-0.361610","0.191946","0.268571","0.268571","12.738312","0.191946","21.995162","60.927373","-0.218310","-0.127701","-0.346011","41.925000","","","29.273930","37.988483","28.938184","39.089477","45.310222","31.955013","<1B USD"
"SIGIP","SIGI","","10","11/27/2024","","","0.290000","4.60%","20.740000","15.480000","17.290000","1.810000","-3.450000","17.790000","18.450000","-2.790000","-6.310000","16.820000","20.300000","15.170000","20.300000","5.000000","17.020000","89.660000","78.130000","103.560000","96.380000","79.960000","48.040000","109.580000","5.450000","10.000000","68.790000","46.420000","0.866361","-0.181785","0.147575","-0.134222","-0.069724","0.121311","0.303387","0.931495","79.308909","73.639350","21.805964","77.920046","-0.837450","3.730431","67.211968","60.475296","67.943373","90.351908","4.619243","43.396365","48.360728","83.321251","29.250845","19.750259","-0.134222","-0.181785","0.147575","0.866361","0.866361","19.746600","0.147575","18.603898","75.779698","0.121311","-0.069724","0.051587","50.900000","30.700000","57.818473","41.999265","54.067323","43.053116","57.668058","54.470266","85.392932","<1B USD"
"SLG PRI","SLG","","9.5","12/17/2024","","","0.410000","6.50%","25.670000","18.150000","22.050000","3.900000","-3.620000","22.660000","22.770000","-2.700000","-3.150000","21.090000","24.870000","15.260000","24.870000","25.000000","21.750000","58.430000","45.150000","82.810000","79.150000","65.690000","19.060000","88.270000","4.440000","9.500000","","","2.065582","-0.338054","0.294131","-0.294409","-0.261781","-0.110519","","","90.000000","59.575167","33.530454","63.503200","-7.282324","-2.209554","","","81.274567","81.868789","72.898508","21.446845","17.181430","41.670272","","","-0.294409","-0.338054","0.294131","2.065582","2.065582","33.805861","0.294131","29.804953","61.539184","-0.110519","-0.261781","-0.372301","48.600000","25.750000","49.950457","0.000000","1.000000","0.000000","1.000000","15.266975","48.915453","<1B USD"
"SOJC","SO","BB","11.5","11/29/2024","","","0.330000","5.25%","25.690000","20.750000","21.590000","0.840000","-4.100000","21.940000","23.090000","-1.620000","-6.510000","21.100000","25.070000","20.350000","25.070000","7.000000","21.290000","89.470000","76.640000","94.450000","88.140000","86.480000","50.400000","94.450000","98.340000","11.500000","68.440000","46.360000","0.775198","-0.052726","0.167406","-0.052726","0.015090","0.034574","0.307276","0.929896","72.015873","85.254632","23.392484","85.254632","1.365459","1.508060","67.487130","60.404554","66.263279","6.630757","62.113444","92.147717","63.558844","67.738062","29.366502","19.728325","-0.052726","-0.052726","0.167406","0.775198","0.775198","18.677836","0.167406","20.119588","85.254632","0.034574","0.015090","0.049664","84.734400","45.550000","79.522629","41.936430","53.987929","43.036492","57.646177","67.870264","71.745342","<1B USD"
"SOJD","SO","BB","11.5","10/29/2024","","","0.310000","4.95%","23.860000","19.450000","20.110000","0.660000","-3.750000","20.650000","21.840000","-2.620000","-7.940000","19.260000","24.550000","19.260000","24.550000","66.000000","20.030000","89.470000","76.640000","94.450000","88.140000","86.480000","50.400000","94.450000","98.340000","11.500000","68.440000","46.360000","0.775198","-0.052726","0.167406","-0.052726","0.015090","0.034574","0.307276","0.929896","72.015873","85.254632","23.392484","85.254632","1.365459","1.508060","67.487130","60.404554","66.263279","6.630757","62.113444","92.147717","63.558844","67.738062","29.366502","19.728325","-0.052726","-0.052726","0.167406","0.775198","0.775198","18.677836","0.167406","20.119588","85.254632","0.034574","0.015090","0.049664","84.734400","45.550000","79.522629","41.936430","53.987929","43.036492","57.646177","67.870264","71.745342","<1B USD"
"SOJE","SO","BB","11.5","1/10/2025","","","0.260000","4.20%","20.960000","17.420000","17.610000","0.190000","-3.350000","18.270000","19.620000","-3.610000","-10.220000","17.280000","22.350000","17.280000","22.350000","49.000000","17.490000","89.470000","76.640000","94.450000","88.140000","86.480000","50.400000","94.450000","98.340000","11.500000","68.440000","46.360000","0.775198","-0.052726","0.167406","-0.052726","0.015090","0.034574","0.307276","0.929896","72.015873","85.254632","23.392484","85.254632","1.365459","1.508060","67.487130","60.404554","66.263279","6.630757","62.113444","92.147717","63.558844","67.738062","29.366502","19.728325","-0.052726","-0.052726","0.167406","0.775198","0.775198","18.677836","0.167406","20.119588","85.254632","0.034574","0.015090","0.049664","84.734400","45.550000","79.522629","41.936430","53.987929","43.036492","57.646177","67.870264","71.745342","<1B USD"
"SR PRA","SR","","11","10/25/2024","8/15/2024","","0.370000","5.90%","26.150000","21.870000","24.090000","2.220000","-2.060000","24.310000","24.340000","-0.890000","-1.020000","23.200000","25.390000","21.360000","25.390000","62.000000","23.970000","74.450000","57.770000","79.810000","70.660000","74.350000","50.580000","79.810000","4.390000","11.000000","86.340000","63.500000","0.471926","-0.067160","0.288731","-0.067160","0.053637","0.001345","-0.137711","0.172441","47.754053","83.955645","33.098494","83.955645","2.366674","0.656648","36.005153","26.884543","58.874716","6.707139","72.531565","94.633406","70.466335","61.767990","16.133852","9.335505","-0.067160","-0.067160","0.288731","0.471926","0.471926","15.122369","0.288731","29.392278","83.955645","0.001345","0.053637","0.054982","48.475000","40.600000","62.286621","44.963171","57.812306","47.385703","63.370765","73.960518","66.516818","<1B USD"
"SREA","SRE","BB","11.5","12/13/2024","","","0.360000","5.75%","25.240000","21.160000","20.500000","-0.660000","-4.740000","21.970000","23.420000","-6.690000","-12.480000","19.600000","25.240000","19.600000","25.470000","21.000000","20.220000","78.430000","61.900000","95.770000","94.690000","85.340000","56.080000","95.770000","51.150000","11.500000","78.990000","49.820000","0.398538","-0.181059","0.267044","-0.181059","-0.171718","-0.080970","-0.007090","0.574267","41.883024","73.704709","31.363489","73.704709","-3.486600","-1.452448","45.246383","44.666743","56.410595","90.436428","70.993329","36.261138","30.083949","46.979079","20.018169","14.848845","-0.181059","-0.181059","0.267044","0.398538","0.398538","14.261994","0.267044","27.734732","73.704709","-0.080970","-0.171718","-0.252688","77.184000","45.550000","71.571093","43.764345","56.297554","43.977516","58.884787","38.355846","53.564849","<1B USD"
"STT PRG","STT","","13","11/27/2024","","","0.330000","5.35%","26.900000","21.630000","22.280000","0.650000","-4.620000","23.100000","24.000000","-3.540000","-7.170000","21.620000","25.160000","21.420000","25.160000","5.000000","21.970000","98.280000","70.200000","103.000000","96.340000","99.810000","54.260000","104.870000","28.030000","13.000000","79.130000","46.670000","0.811279","-0.062840","0.400000","-0.045825","0.020137","-0.015329","0.242007","1.105850","74.902322","84.344426","42.000000","85.875728","1.496557","0.229421","62.869438","68.191084","66.949799","6.684392","79.085240","90.931832","64.463306","58.772286","27.425572","22.142525","-0.045825","-0.062840","0.400000","0.811279","0.811279","19.100833","0.400000","37.896381","85.110077","-0.015329","0.020137","0.004808","67.662750","60.400000","74.214705","43.787725","56.327096","43.122263","57.759072","68.667718","63.893213","<1B USD"
"SYF PRA","SYF","","NR","10/30/2024","11/15/2024","","0.350000","5.63%","22.140000","15.280000","17.810000","2.530000","-4.330000","18.460000","19.260000","-3.540000","-7.530000","16.190000","21.940000","14.510000","21.940000","67.000000","17.720000","60.060000","40.540000","70.930000","65.140000","65.590000","17.540000","70.930000","22.860000","","33.270000","13.410000","2.424173","-0.153250","0.481500","-0.153250","-0.077986","-0.084312","0.805230","3.478747","90.000000","76.207529","48.519980","76.207529","-1.052040","-1.538062","102.716319","173.199962","83.757995","93.672998","82.894754","40.497617","46.880249","46.378757","44.174197","54.700342","-0.153250","-0.153250","0.481500","2.424173","2.424173","38.009860","0.481500","44.125280","76.207529","-0.084312","-0.077986","-0.162298","65.465500","","","34.648287","44.779143","31.671762","42.687511","53.164945","53.039093","<1B USD"
"T PRA","T","","10","1/7/2025","12/12/2024","","0.310000","5.00%","23.490000","18.310000","20.110000","1.800000","-3.380000","20.560000","21.210000","-2.170000","-5.190000","19.150000","22.780000","18.200000","22.800000","46.000000","19.960000","28.000000","17.110000","29.030000","22.980000","26.240000","13.430000","29.030000","201.620000","10.000000","28.940000","21.470000","1.084885","-0.035481","0.636470","-0.035481","0.218451","0.067073","-0.032481","0.304145","90.000000","86.806752","60.917592","86.806752","6.647467","2.340748","43.449987","32.712914","71.363759","6.538034","88.715533","89.074492","100.000000","73.576841","19.263099","11.142581","-0.035481","-0.035481","0.636470","1.084885","1.084885","22.308492","0.636470","55.969406","86.806752","0.067073","0.218451","0.285524","90.027000","30.700000","77.709366","33.584185","43.434619","34.964594","47.021654","100.000000","76.858882","<1B USD"
"T PRC","T","","10","1/7/2025","2/18/2025","","0.300000","4.75%","21.550000","17.250000","19.130000","1.880000","-2.420000","19.390000","20.080000","-1.320000","-4.710000","18.200000","21.710000","17.020000","21.710000","46.000000","18.980000","28.000000","17.110000","29.030000","22.980000","26.240000","13.430000","29.030000","201.620000","10.000000","28.940000","21.470000","1.084885","-0.035481","0.636470","-0.035481","0.218451","0.067073","-0.032481","0.304145","90.000000","86.806752","60.917592","86.806752","6.647467","2.340748","43.449987","32.712914","71.363759","6.538034","88.715533","89.074492","100.000000","73.576841","19.263099","11.142581","-0.035481","-0.035481","0.636470","1.084885","1.084885","22.308492","0.636470","55.969406","86.806752","0.067073","0.218451","0.285524","90.027000","30.700000","77.709366","33.584185","43.434619","34.964594","47.021654","100.000000","76.858882","<1B USD"
"TBB","T","BB","12","10/17/2024","","","0.330000","5.35%","24.980000","20.320000","22.080000","1.760000","-2.900000","23.350000","23.540000","-5.440000","-6.220000","21.750000","24.900000","20.260000","24.900000","54.000000","21.950000","28.000000","17.110000","29.030000","22.980000","26.240000","13.430000","29.030000","201.620000","10.000000","28.940000","21.470000","1.084885","-0.035481","0.636470","-0.035481","0.218451","0.067073","-0.032481","0.304145","90.000000","86.806752","60.917592","86.806752","6.647467","2.340748","43.449987","32.712914","71.363759","6.538034","88.715533","89.074492","100.000000","73.576841","19.263099","11.142581","-0.035481","-0.035481","0.636470","1.084885","1.084885","22.308492","0.636470","55.969406","86.806752","0.067073","0.218451","0.285524","90.027000","30.700000","79.263553","33.584185","43.434619","34.964594","47.021654","100.000000","76.858882","<1B USD"
"TBC","T","BB","12","10/17/2024","8/1/2023","","0.350000","5.63%","","","","","","","","","","","","","","","","28.000000","17.110000","29.030000","22.980000","26.240000","13.430000","29.030000","201.620000","10.000000","28.940000","21.470000","1.084885","-0.035481","0.636470","-0.035481","0.218451","0.067073","-0.032481","0.304145","90.000000","86.806752","60.917592","86.806752","6.647467","2.340748","43.449987","32.712914","71.363759","6.538034","88.715533","89.074492","100.000000","73.576841","19.263099","11.142581","-0.035481","-0.035481","0.636470","1.084885","1.084885","22.308492","0.636470","55.969406","86.806752","0.067073","0.218451","0.285524","90.027000","30.700000","79.263553","33.584185","43.434619","34.964594","47.021654","100.000000","76.858882","<1B USD"
"TCBIO","TCBI","","8","12/2/2024","6/15/2026","","0.360000","5.75%","24.500000","16.010000","20.030000","4.020000","-4.470000","20.210000","20.260000","-0.910000","-1.120000","18.110000","22.710000","15.520000","22.710000","10.000000","19.710000","75.610000","56.240000","91.800000","85.080000","82.160000","24.790000","93.260000","3.470000","8.000000","55.900000","22.360000","2.050020","-0.189256","0.344417","-0.176362","-0.111307","-0.079722","0.352594","2.381485","90.000000","72.966974","37.553343","74.127451","-1.917507","-1.420478","70.693248","124.642328","81.157399","89.482412","76.052542","36.976706","40.909295","47.203251","30.714112","39.645133","-0.176362","-0.189256","0.344417","2.050020","2.050020","33.623415","0.344417","33.648242","73.547213","-0.079722","-0.111307","-0.191029","46.175000","10.900000","51.078079","39.574148","51.003115","35.302966","47.467032","47.900425","53.761176","<1B USD"
"TDS PRU","TDS","","7","12/13/2024","","","0.410000","6.63%","24.250000","14.260000","21.020000","6.760000","-3.230000","20.930000","20.640000","0.440000","1.840000","18.710000","22.880000","12.000000","22.880000","21.000000","20.710000","34.640000","16.640000","41.210000","33.000000","39.570000","6.430000","41.210000","3.710000","7.000000","23.680000","16.200000","4.387247","-0.159427","1.081731","-0.159427","0.049697","-0.124589","0.462838","1.138272","90.000000","75.651541","90.000000","75.651541","2.264334","-2.570064","78.492779","69.625870","93.004401","92.954012","100.000000","39.556506","69.760280","39.142388","33.992447","22.587378","-0.159427","-0.159427","1.081731","4.387247","4.387247","61.024276","1.081731","90.000000","75.651541","-0.124589","0.049697","-0.074892","46.775000","1.000000","50.215897","32.227474","41.720374","32.861306","44.253231","73.337997","46.701559","<1B USD"
"TDS PRV","TDS","","7","12/13/2024","9/30/2026","","0.380000","6.00%","22.280000","12.880000","18.770000","5.890000","-3.510000","18.340000","18.310000","2.320000","2.490000","16.250000","20.480000","10.790000","20.480000","21.000000","18.480000","34.640000","16.640000","41.210000","33.000000","39.570000","6.430000","41.210000","3.710000","7.000000","23.680000","16.200000","4.387247","-0.159427","1.081731","-0.159427","0.049697","-0.124589","0.462838","1.138272","90.000000","75.651541","90.000000","75.651541","2.264334","-2.570064","78.492779","69.625870","93.004401","92.954012","100.000000","39.556506","69.760280","39.142388","33.992447","22.587378","-0.159427","-0.159427","1.081731","4.387247","4.387247","61.024276","1.081731","90.000000","75.651541","-0.124589","0.049697","-0.074892","46.775000","1.000000","50.215897","32.227474","41.720374","32.861306","44.253231","73.337997","46.701559","<1B USD"
"TFC PRO","TFC","","11.5","11/8/2024","","","0.330000","5.25%","25.200000","19.780000","21.010000","1.230000","-4.190000","21.760000","22.530000","-3.440000","-6.750000","19.690000","24.830000","19.430000","24.830000","76.000000","20.960000","41.420000","33.560000","49.060000","46.810000","47.530000","25.560000","68.950000","54.210000","11.500000","54.330000","30.040000","0.620501","-0.399275","0.234207","-0.155728","-0.115146","-0.128550","-0.237622","0.378828","59.640063","54.065265","28.736591","75.984509","-2.017228","-2.671555","36.170857","36.017890","62.924749","73.771927","68.440264","40.120115","40.221309","38.430737","16.203502","12.167283","-0.155728","-0.399275","0.234207","0.620501","0.620501","16.864213","0.234207","25.225110","65.024887","-0.128550","-0.115146","-0.243697","77.673600","45.550000","66.713156","39.262027","50.608741","38.046931","51.078737","47.293836","46.078304","<1B USD"
"TFC PRR","TFC","","11.5","11/8/2024","","","0.300000","4.75%","22.490000","17.710000","18.840000","1.130000","-3.650000","19.790000","20.390000","-4.800000","-7.600000","18.410000","22.620000","17.290000","22.620000","76.000000","18.790000","41.420000","33.560000","49.060000","46.810000","47.530000","25.560000","68.950000","54.210000","11.500000","54.330000","30.040000","0.620501","-0.399275","0.234207","-0.155728","-0.115146","-0.128550","-0.237622","0.378828","59.640063","54.065265","28.736591","75.984509","-2.017228","-2.671555","36.170857","36.017890","62.924749","73.771927","68.440264","40.120115","40.221309","38.430737","16.203502","12.167283","-0.155728","-0.399275","0.234207","0.620501","0.620501","16.864213","0.234207","25.225110","65.024887","-0.128550","-0.115146","-0.243697","77.673600","45.550000","66.713156","39.262027","50.608741","38.046931","51.078737","47.293836","46.078304","<1B USD"
"TRTN PRD","-","","NR","12/6/2024","3/15/2025","","0.430000","6.88%","25.950000","21.620000","21.430000","-0.190000","-4.520000","22.350000","23.410000","-4.100000","-8.480000","19.760000","25.670000","19.760000","25.670000","14.000000","21.070000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"TRTN PRE","-","","NR","12/6/2024","","","0.360000","5.75%","23.790000","17.800000","18.800000","1.000000","-4.990000","19.180000","20.600000","-1.990000","-8.750000","16.900000","23.300000","16.900000","23.300000","14.000000","18.500000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"TRTX PRC","TRTX","","NR","12/16/2024","6/14/2026","","0.390000","6.25%","18.830000","13.810000","18.070000","4.260000","-0.760000","17.790000","18.000000","1.560000","0.400000","16.010000","20.000000","13.000000","20.000000","24.000000","17.780000","7.900000","6.470000","9.660000","8.780000","8.260000","4.640000","14.550000","0.630870","","20.540000","7.030000","0.702586","-0.457045","0.221020","-0.182195","-0.100228","-0.043584","-0.615385","0.123755","66.206897","48.865979","27.681607","73.602484","-1.629741","-0.494519","2.763438","24.730037","64.783782","66.131520","67.326082","36.088104","42.894626","53.696045","2.161541","8.667504","-0.182195","-0.457045","0.221020","0.702586","0.702586","17.826555","0.221020","24.217226","61.234232","-0.043584","-0.100228","-0.143811","38.154350","","","31.381027","40.650862","28.718013","38.799680","49.650868","59.447495","<1B USD"
"TY PR","TY","","NR","12/5/2024","","","0.310000","5.00%","50.110000","43.500000","43.980000","0.480000","-6.130000","44.830000","45.840000","-1.900000","-4.070000","43.550000","49.160000","42.000000","49.190000","13.000000","43.710000","31.400000","26.540000","34.820000","33.780000","32.880000","23.660000","35.910000","1.630000","","28.970000","18.530000","0.327134","-0.125592","0.183120","-0.098219","-0.070456","-0.045012","0.083880","0.694549","36.170752","78.696742","24.649586","81.160253","-0.856460","-0.531123","51.682280","49.989636","53.574958","96.891973","63.772061","99.738127","48.229579","53.439375","22.723335","16.499198","-0.098219","-0.125592","0.183120","0.327134","0.327134","13.424885","0.183120","21.320567","79.928497","-0.045012","-0.070456","-0.115468","41.575000","","","33.591716","43.444134","33.813110","45.506030","54.354633","59.222706","<1B USD"
"UNMA","UNM","BB","10","11/29/2024","","","0.390000","6.25%","26.190000","21.920000","24.560000","2.640000","-1.630000","24.550000","24.920000","0.040000","-1.430000","23.130000","26.050000","21.490000","26.050000","7.000000","24.200000","82.160000","48.380000","84.480000","75.430000","74.940000","14.450000","84.480000","14.330000","10.000000","29.350000","10.560000","4.685813","-0.027462","0.698222","-0.027462","0.089222","0.096344","1.799319","6.780303","90.000000","87.528409","65.857792","87.528409","3.290933","3.090724","173.046052","319.305159","94.033836","6.494369","90.667219","87.605078","76.842901","78.835648","73.735516","100.000000","-0.027462","-0.027462","0.698222","4.685813","4.685813","64.524561","0.698222","60.689054","87.528409","0.096344","0.089222","0.185566","61.840250","30.700000","68.360022","33.686907","43.564411","30.395220","41.007280","79.582660","81.464488","<1B USD"
"USB PRP","USB","","13.5","12/30/2024","","","0.340000","5.50%","25.250000","19.750000","22.760000","3.010000","-2.490000","23.250000","23.960000","-2.120000","-4.990000","21.460000","25.430000","19.000000","25.430000","38.000000","22.560000","44.790000","35.180000","53.980000","51.390000","47.120000","27.270000","63.570000","69.780000","13.500000","54.640000","32.570000","0.642464","-0.295422","0.273167","-0.170248","-0.128430","-0.049448","-0.180271","0.375192","61.397140","63.411987","31.853326","74.677658","-2.362243","-0.644785","32.994157","35.856969","63.444048","87.507037","71.438526","37.908032","37.841014","52.642385","14.868256","12.117390","-0.170248","-0.295422","0.273167","0.642464","0.642464","17.121706","0.273167","28.202700","69.044823","-0.049448","-0.128430","-0.177878","80.164800","65.350000","73.333097","39.323966","50.687002","38.888694","52.186697","45.195158","58.524711","<1B USD"
"USB PRQ","USB","","13.5","12/27/2024","","","0.230000","3.75%","19.570000","13.500000","15.420000","1.920000","-4.150000","15.920000","16.780000","-3.160000","-8.090000","14.660000","18.600000","13.320000","18.600000","35.000000","15.280000","44.790000","35.180000","53.980000","51.390000","47.120000","27.270000","63.570000","69.780000","13.500000","54.640000","32.570000","0.642464","-0.295422","0.273167","-0.170248","-0.128430","-0.049448","-0.180271","0.375192","61.397140","63.411987","31.853326","74.677658","-2.362243","-0.644785","32.994157","35.856969","63.444048","87.507037","71.438526","37.908032","37.841014","52.642385","14.868256","12.117390","-0.170248","-0.295422","0.273167","0.642464","0.642464","17.121706","0.273167","28.202700","69.044823","-0.049448","-0.128430","-0.177878","80.164800","65.350000","73.333097","39.323966","50.687002","38.888694","52.186697","45.195158","58.524711","<1B USD"
